application_id,candidate_id,job_id,applied_date
1995,335,94,2026-03-24
1996,629,150,2026-08-06
1997,1543,33,2026-03-11
1998,137,126,2026-04-19
1999,883,122,2026-06-27
2000,688,138,2026-06-18
2001,1864,115,2026-04-06
2002,1522,28,2026-05-10
2003,827,11,2026-08-05
2004,727,47,2026-04-02
2005,1501,127,2026-07-29
2006,594,147,2026-05-24
2007,1247,118,2026-04-30
2008,990,143,2026-03-03
2009,372,126,2026-05-09
2010,935,72,2026-08-22
2011,995,107,2026-04-11
2012,402,137,2026-03-19
2013,1467,33,2026-05-27
2014,1514,19,2026-08-11
2015,615,74,2026-05-08
2016,1297,98,2026-04-09
2017,1550,141,2026-03-26
2018,1183,129,2026-03-05
2019,1176,93,2026-05-16
2020,995,48,2026-04-01
2021,620,64,2026-07-19
2022,188,61,2026-06-12
2023,1837,39,2026-08-20
2024,1122,128,2026-03-06
2025,131,88,2026-03-14
2026,805,26,2026-05-17
2027,1195,17,2026-06-29
2028,936,71,2026-08-24
2029,986,13,2026-05-26
2030,183,69,2026-08-26
2031,983,26,2026-05-08
2032,364,49,2026-05-21
2033,39,7,2026-04-27
2034,1551,58,2026-04-23
2035,1912,49,2026-04-28
2036,497,103,2026-03-12
2037,1540,53,2026-05-23
2038,1373,62,2026-05-02
2039,982,17,2026-04-02
2040,921,25,2026-03-24
2041,1421,131,2026-03-02
2042,722,29,2026-05-13
2043,1185,117,2026-03-17
2044,16,26,2026-05-09
2045,493,124,2026-06-30
2046,1450,144,2026-03-26
2047,1132,25,2026-06-13
2048,894,54,2026-03-04
2049,1474,73,2026-07-17
2050,311,120,2026-07-19
2051,739,56,2026-03-01
2052,1194,65,2026-07-16
2053,546,93,2026-06-16
2054,414,86,2026-04-04
2055,251,80,2026-04-20
2056,759,108,2026-04-14
2057,1805,118,2026-06-23
2058,1165,83,2026-07-18
2059,1298,147,2026-04-16
2060,1440,15,2026-07-05
2061,1632,131,2026-06-24
2062,1763,139,2026-08-20
2063,1915,30,2026-02-28
2064,1063,57,2026-04-29
2065,814,146,2026-06-06
2066,29,128,2026-03-26
2067,958,48,2026-06-20
2068,477,136,2026-08-05
2069,318,22,2026-08-01
2070,245,6,2026-04-15
2071,748,104,2026-07-13
2072,697,36,2026-03-25
2073,272,79,2026-08-03
2074,1464,116,2026-03-16
2075,1772,57,2026-03-08
2076,1263,49,2026-07-07
2077,377,82,2026-05-25
2078,266,66,2026-06-28
2079,926,77,2026-07-28
2080,921,45,2026-03-08
2081,1383,79,2026-05-20
2082,340,20,2026-06-14
2083,389,123,2026-03-01
2084,577,67,2026-08-24
2085,1713,83,2026-08-06
2086,3,3,2026-04-20
2087,1453,64,2026-05-14
2088,1166,40,2026-04-08
2089,376,59,2026-07-11
2090,1694,62,2026-06-20
2091,324,132,2026-05-01
2092,146,60,2026-07-25
2093,1982,116,2026-05-14
2094,293,75,2026-06-14
2095,1689,122,2026-08-10
2096,432,107,2026-04-19
2097,705,96,2026-03-06
2098,949,91,2026-07-26
2099,1999,130,2026-04-01
2100,585,62,2026-07-10
2101,399,49,2026-05-05
2102,817,137,2026-08-08
2103,1913,92,2026-05-31
2104,1368,124,2026-04-20
2105,964,61,2026-03-27
2106,1164,48,2026-08-08
2107,187,136,2026-04-04
2108,1829,58,2026-07-01
2109,61,101,2026-08-17
2110,939,112,2026-03-18
2111,1404,62,2026-03-14
2112,710,39,2026-06-13
2113,807,58,2026-04-26
2114,1464,99,2026-03-24
2115,1343,44,2026-08-07
2116,1326,29,2026-03-05
2117,1368,59,2026-04-20
2118,11,71,2026-03-15
2119,1086,92,2026-06-29
2120,1869,9,2026-06-12
2121,226,127,2026-07-14
2122,1177,134,2026-07-14
2123,1735,145,2026-06-03
2124,564,144,2026-05-05
2125,772,131,2026-06-08
2126,1595,21,2026-06-27
2127,1608,64,2026-03-16
2128,1684,90,2026-02-28
2129,1885,36,2026-04-17
2130,1599,62,2026-04-14
2131,1334,76,2026-07-02
2132,885,13,2026-04-21
2133,1267,11,2026-06-14
2134,1517,54,2026-05-06
2135,1390,16,2026-06-28
2136,1354,8,2026-06-05
2137,1131,104,2026-08-06
2138,226,59,2026-07-16
2139,825,57,2026-05-30
2140,218,40,2026-07-27
2141,937,130,2026-05-30
2142,753,94,2026-05-18
2143,506,138,2026-04-27
2144,259,44,2026-03-16
2145,1912,139,2026-08-24
2146,1798,80,2026-04-03
2147,1541,81,2026-03-03
2148,1797,2,2026-04-21
2149,54,140,2026-06-23
2150,1071,115,2026-05-26
2151,727,90,2026-07-18
2152,689,23,2026-07-29
2153,1545,146,2026-07-31
2154,1123,62,2026-03-14
2155,1044,113,2026-07-13
2156,1914,128,2026-07-22
2157,1777,62,2026-04-11
2158,1597,38,2026-06-04
2159,1915,61,2026-06-18
2160,1514,129,2026-06-16
2161,419,149,2026-07-26
2162,690,122,2026-08-25
2163,850,110,2026-06-25
2164,62,13,2026-07-30
2165,1169,100,2026-07-15
2166,216,135,2026-04-12
2167,3,22,2026-08-08
2168,160,74,2026-05-28
2169,1763,132,2026-07-13
2170,781,23,2026-03-31
2171,1144,119,2026-08-20
2172,893,70,2026-06-25
2173,1113,84,2026-06-26
2174,329,101,2026-03-09
2175,580,84,2026-05-26
2176,1934,28,2026-05-01
2177,1381,136,2026-03-07
2178,1634,1,2026-05-11
2179,1291,63,2026-04-16
2180,1641,22,2026-03-25
2181,952,70,2026-07-11
2182,1347,125,2026-03-29
2183,635,149,2026-07-19
2184,988,96,2026-06-15
2185,1565,79,2026-04-13
2186,1673,5,2026-05-24
2187,1219,60,2026-06-12
2188,921,120,2026-04-21
2189,738,46,2026-04-02
2190,1356,134,2026-04-10
2191,170,56,2026-06-27
2192,521,110,2026-03-10
2193,1487,104,2026-08-04
2194,40,77,2026-08-06
2195,1561,146,2026-08-25
2196,1285,2,2026-04-10
2197,1419,8,2026-04-22
2198,955,75,2026-08-14
2199,1250,125,2026-05-22
2200,984,38,2026-03-24
2201,1148,27,2026-04-18
2202,975,20,2026-08-11
2203,38,140,2026-04-09
2204,328,43,2026-07-08
2205,1275,31,2026-03-15
2206,1925,91,2026-08-07
2207,1200,61,2026-06-30
2208,1626,109,2026-08-10
2209,914,91,2026-06-07
2210,454,95,2026-07-23
2211,37,143,2026-08-22
2212,1340,144,2026-05-22
2213,1712,13,2026-03-22
2214,973,113,2026-03-27
2215,796,35,2026-07-31
2216,1989,149,2026-04-03
2217,973,48,2026-03-11
2218,593,35,2026-03-13
2219,1138,86,2026-04-22
2220,1064,114,2026-06-22
2221,1325,100,2026-03-08
2222,224,99,2026-04-20
2223,318,3,2026-05-18
2224,349,85,2026-05-02
2225,115,125,2026-07-20
2226,698,138,2026-03-16
2227,1347,83,2026-03-20
2228,1592,25,2026-06-17
2229,1064,68,2026-07-04
2230,1890,61,2026-02-28
2231,40,29,2026-04-27
2232,1883,127,2026-06-18
2233,1997,19,2026-08-12
2234,1773,74,2026-07-11
2235,1313,61,2026-07-04
2236,1286,20,2026-03-07
2237,216,48,2026-03-05
2238,1171,87,2026-07-10
2239,336,139,2026-06-07
2240,1192,110,2026-08-02
2241,92,28,2026-07-22
2242,353,59,2026-03-18
2243,571,133,2026-06-21
2244,1595,51,2026-03-19
2245,816,149,2026-04-11
2246,1705,12,2026-06-30
2247,781,50,2026-05-29
2248,363,132,2026-04-03
2249,557,113,2026-07-07
2250,1369,14,2026-08-10
2251,1717,32,2026-02-28
2252,1194,139,2026-07-27
2253,356,146,2026-05-26
2254,191,55,2026-03-01
2255,1691,120,2026-04-23
2256,422,75,2026-07-03
2257,700,21,2026-04-23
2258,7,133,2026-05-03
2259,133,87,2026-04-24
2260,1771,59,2026-08-26
2261,557,89,2026-08-25
2262,826,150,2026-03-20
2263,761,83,2026-05-05
2264,1055,65,2026-05-29
2265,535,64,2026-04-17
2266,426,71,2026-06-15
2267,1418,4,2026-08-19
2268,672,143,2026-05-22
2269,363,104,2026-03-04
2270,1461,150,2026-05-02
2271,1694,93,2026-07-22
2272,1575,142,2026-05-20
2273,1951,148,2026-08-11
2274,82,112,2026-07-07
2275,356,119,2026-06-04
2276,1282,59,2026-07-11
2277,1742,43,2026-05-21
2278,589,12,2026-03-12
2279,1548,40,2026-03-12
2280,295,118,2026-03-19
2281,1986,20,2026-05-19
2282,1248,131,2026-03-25
2283,1549,90,2026-06-18
2284,1070,94,2026-06-15
2285,1691,13,2026-08-16
2286,1137,66,2026-06-09
2287,1257,37,2026-06-20
2288,17,66,2026-07-08
2289,360,36,2026-05-07
2290,1247,26,2026-04-16
2291,866,75,2026-03-04
2292,700,108,2026-03-01
2293,448,43,2026-06-10
2294,856,150,2026-04-19
2295,365,148,2026-06-30
2296,675,8,2026-06-28
2297,1008,29,2026-08-18
2298,1350,40,2026-05-23
2299,467,128,2026-06-03
2300,414,84,2026-08-10
2301,1479,116,2026-06-20
2302,586,144,2026-07-18
2303,1257,62,2026-04-12
2304,1248,7,2026-03-25
2305,994,45,2026-08-17
2306,1855,88,2026-08-12
2307,1436,73,2026-04-28
2308,572,37,2026-06-20
2309,335,119,2026-03-09
2310,1246,57,2026-06-10
2311,37,8,2026-03-05
2312,989,95,2026-07-28
2313,278,117,2026-02-27
2314,1220,110,2026-05-11
2315,916,20,2026-05-02
2316,1888,124,2026-04-08
2317,484,53,2026-04-15
2318,1266,119,2026-06-25
2319,1348,12,2026-07-28
2320,731,17,2026-06-30
2321,192,64,2026-03-29
2322,1041,42,2026-07-20
2323,524,94,2026-04-04
2324,918,147,2026-04-09
2325,401,11,2026-05-12
2326,1930,98,2026-07-06
2327,886,71,2026-07-10
2328,705,108,2026-06-16
2329,22,58,2026-08-06
2330,474,34,2026-06-24
2331,1144,20,2026-07-12
2332,210,50,2026-07-29
2333,306,102,2026-06-23
2334,1294,138,2026-06-10
2335,704,52,2026-08-10
2336,687,15,2026-08-06
2337,285,84,2026-04-27
2338,716,131,2026-04-18
2339,1700,37,2026-04-12
2340,763,126,2026-03-14
2341,1251,40,2026-05-25
2342,948,72,2026-07-28
2343,381,40,2026-06-18
2344,460,56,2026-04-30
2345,1031,104,2026-05-21
2346,29,139,2026-03-21
2347,907,110,2026-04-02
2348,1057,136,2026-06-13
2349,1670,93,2026-04-08
2350,879,94,2026-06-16
2351,79,56,2026-08-23
2352,1952,60,2026-06-28
2353,947,138,2026-08-17
2354,459,39,2026-04-03
2355,570,28,2026-06-06
2356,1562,49,2026-02-28
2357,1506,125,2026-06-04
2358,1454,13,2026-03-24
2359,738,36,2026-03-13
2360,1309,101,2026-07-07
2361,516,26,2026-04-07
2362,1123,86,2026-06-30
2363,397,4,2026-06-03
2364,1513,82,2026-05-22
2365,39,127,2026-04-27
2366,1295,88,2026-08-05
2367,887,127,2026-05-17
2368,797,120,2026-06-12
2369,157,22,2026-05-05
2370,1099,130,2026-03-25
2371,884,31,2026-04-24
2372,1824,119,2026-04-19
2373,1154,11,2026-06-13
2374,1711,46,2026-06-19
2375,974,96,2026-06-17
2376,1108,10,2026-06-08
2377,1046,128,2026-05-06
2378,1483,99,2026-06-24
2379,1563,112,2026-02-27
2380,1731,60,2026-02-27
2381,849,87,2026-05-23
2382,1406,145,2026-03-28
2383,748,65,2026-03-28
2384,1464,57,2026-05-18
2385,1628,106,2026-07-27
2386,989,9,2026-07-22
2387,21,22,2026-05-01
2388,303,141,2026-05-28
2389,2000,89,2026-06-25
2390,869,18,2026-08-09
2391,1979,115,2026-04-24
2392,84,145,2026-03-09
2393,1798,143,2026-04-20
2394,1683,106,2026-06-12
2395,1977,15,2026-05-11
2396,1477,63,2026-04-12
2397,1411,13,2026-03-06
2398,1531,81,2026-06-06
2399,1281,32,2026-07-12
2400,570,137,2026-05-08
2401,1916,40,2026-07-16
2402,934,148,2026-06-04
2403,1551,82,2026-04-07
2404,1186,77,2026-04-12
2405,1981,76,2026-04-21
2406,1187,38,2026-03-01
2407,1856,71,2026-08-03
2408,1009,48,2026-04-15
2409,793,18,2026-06-08
2410,792,144,2026-07-06
2411,1548,39,2026-07-01
2412,1810,89,2026-04-11
2413,1295,62,2026-04-06
2414,492,141,2026-07-30
2415,208,109,2026-08-11
2416,1563,81,2026-05-27
2417,1608,134,2026-08-11
2418,1084,77,2026-05-31
2419,430,90,2026-06-03
2420,985,14,2026-04-23
2421,1681,95,2026-08-18
2422,1629,54,2026-05-14
2423,1333,132,2026-06-18
2424,520,39,2026-03-18
2425,591,72,2026-07-07
2426,1051,25,2026-04-18
2427,1710,77,2026-05-13
2428,1586,120,2026-05-26
2429,199,53,2026-07-10
2430,387,131,2026-06-08
2431,349,150,2026-06-21
2432,960,96,2026-04-02
2433,1964,72,2026-03-22
2434,693,62,2026-07-09
2435,1560,6,2026-04-25
2436,1852,32,2026-03-12
2437,378,99,2026-04-25
2438,899,138,2026-02-28
2439,916,131,2026-06-23
2440,1582,76,2026-06-11
2441,527,59,2026-04-11
2442,1177,31,2026-04-14
2443,734,93,2026-06-27
2444,206,69,2026-05-09
2445,455,52,2026-08-18
2446,1297,89,2026-06-18
2447,1918,127,2026-06-01
2448,1260,31,2026-04-27
2449,1876,84,2026-08-01
2450,1764,127,2026-04-19
2451,521,150,2026-07-13
2452,1702,132,2026-08-05
2453,1968,13,2026-03-19
2454,1017,45,2026-03-10
2455,956,127,2026-04-10
2456,1855,114,2026-07-20
2457,726,20,2026-04-11
2458,1014,81,2026-06-13
2459,501,129,2026-06-18
2460,117,143,2026-06-24
2461,386,17,2026-04-15
2462,1368,58,2026-06-07
2463,584,72,2026-08-10
2464,395,109,2026-07-24
2465,1088,23,2026-06-22
2466,1741,72,2026-03-18
2467,721,8,2026-07-19
2468,72,59,2026-04-26
2469,1813,111,2026-08-11
2470,274,13,2026-07-14
2471,1344,16,2026-05-17
2472,338,119,2026-07-11
2473,1390,2,2026-04-24
2474,1519,145,2026-06-20
2475,607,30,2026-05-30
2476,166,103,2026-06-05
2477,1568,13,2026-07-08
2478,11,96,2026-04-22
2479,1325,94,2026-05-17
2480,729,82,2026-06-25
2481,801,13,2026-06-12
2482,102,94,2026-05-02
2483,1449,149,2026-04-13
2484,1416,112,2026-02-28
2485,779,55,2026-04-12
2486,214,81,2026-05-26
2487,1715,116,2026-08-24
2488,1112,143,2026-07-26
2489,1577,108,2026-06-21
2490,401,53,2026-03-02
2491,588,128,2026-08-11
2492,889,57,2026-08-09
2493,1070,52,2026-04-21
2494,1696,137,2026-07-13
2495,1487,111,2026-03-15
2496,592,1,2026-04-16
2497,1334,44,2026-05-05
2498,1110,75,2026-03-08
2499,92,98,2026-05-29
2500,1684,9,2026-06-23
2501,673,32,2026-07-02
2502,714,15,2026-07-30
2503,936,140,2026-03-07
2504,1952,136,2026-05-04
2505,242,72,2026-07-28
2506,1889,12,2026-03-02
2507,2,65,2026-05-29
2508,225,107,2026-07-10
2509,801,42,2026-03-30
2510,1769,115,2026-08-26
2511,1997,139,2026-04-01
2512,1950,103,2026-03-24
2513,1953,95,2026-03-22
2514,589,17,2026-05-18
2515,116,85,2026-07-06
2516,1690,56,2026-07-02
2517,918,134,2026-04-17
2518,1127,86,2026-04-13
2519,194,102,2026-08-19
2520,1190,54,2026-07-06
2521,871,115,2026-05-03
2522,90,139,2026-08-14
2523,1710,88,2026-07-06
2524,122,49,2026-03-13
2525,143,149,2026-07-23
2526,994,115,2026-03-23
2527,106,63,2026-05-14
2528,887,104,2026-03-17
2529,428,83,2026-08-08
2530,1329,103,2026-07-25
2531,1896,17,2026-08-13
2532,1995,6,2026-07-01
2533,317,147,2026-05-19
2534,1987,28,2026-05-25
2535,635,38,2026-03-23
2536,1926,119,2026-08-04
2537,9,37,2026-04-26
2538,774,115,2026-06-14
2539,1097,68,2026-06-07
2540,1383,43,2026-07-03
2541,223,58,2026-03-18
2542,1440,13,2026-05-19
2543,553,52,2026-07-18
2544,1394,58,2026-03-24
2545,716,32,2026-04-23
2546,1288,105,2026-04-11
2547,1864,83,2026-03-13
2548,1714,99,2026-08-26
2549,1884,104,2026-08-03
2550,1342,28,2026-03-15
2551,1108,129,2026-06-03
2552,1342,48,2026-06-21
2553,111,40,2026-07-17
2554,251,97,2026-06-23
2555,383,114,2026-04-05
2556,7,132,2026-06-07
2557,459,137,2026-03-17
2558,1108,111,2026-07-22
2559,208,144,2026-08-04
2560,900,76,2026-04-30
2561,1414,31,2026-03-11
2562,1338,119,2026-06-04
2563,22,142,2026-07-23
2564,410,25,2026-03-29
2565,895,34,2026-07-15
2566,515,67,2026-08-10
2567,1151,118,2026-03-15
2568,809,73,2026-07-27
2569,1724,26,2026-07-17
2570,874,148,2026-04-15
2571,14,104,2026-08-24
2572,971,10,2026-04-18
2573,978,67,2026-08-16
2574,1014,5,2026-03-21
2575,1036,27,2026-08-19
2576,87,113,2026-05-13
2577,1548,15,2026-03-10
2578,909,105,2026-07-25
2579,1561,44,2026-05-27
2580,1325,26,2026-07-01
2581,1267,95,2026-07-18
2582,122,84,2026-06-14
2583,1171,140,2026-07-05
2584,1591,132,2026-03-14
2585,750,87,2026-03-10
2586,1380,112,2026-04-19
2587,685,129,2026-04-14
2588,1928,89,2026-03-04
2589,1757,66,2026-06-19
2590,1655,131,2026-05-27
2591,309,122,2026-05-13
2592,695,149,2026-05-30
2593,288,84,2026-07-20
2594,307,116,2026-04-29
2595,1836,116,2026-06-10
2596,1618,38,2026-05-26
2597,1990,143,2026-07-20
2598,914,110,2026-05-24
2599,1747,46,2026-07-08
2600,662,25,2026-04-27
2601,549,21,2026-08-18
2602,1376,121,2026-06-20
2603,312,122,2026-06-20
2604,873,133,2026-07-21
2605,1083,70,2026-02-27
2606,1667,113,2026-07-16
2607,924,107,2026-08-21
2608,1738,112,2026-08-01
2609,755,108,2026-08-06
2610,35,47,2026-03-18
2611,445,91,2026-06-25
2612,93,18,2026-03-01
2613,1974,149,2026-08-18
2614,1983,104,2026-05-19
2615,1231,40,2026-06-10
2616,353,138,2026-08-20
2617,903,89,2026-03-10
2618,1356,61,2026-03-05
2619,1841,5,2026-07-01
2620,862,122,2026-06-03
2621,1749,55,2026-03-13
2622,159,37,2026-04-10
2623,1978,56,2026-07-28
2624,957,102,2026-08-04
2625,24,93,2026-03-22
2626,404,73,2026-04-21
2627,805,59,2026-06-04
2628,516,2,2026-06-03
2629,732,104,2026-03-24
2630,1388,51,2026-08-14
2631,1406,30,2026-03-28
2632,532,11,2026-08-12
2633,956,108,2026-04-05
2634,152,76,2026-02-27
2635,1586,90,2026-06-28
2636,1713,123,2026-04-18
2637,947,125,2026-08-08
2638,608,122,2026-05-02
2639,1641,94,2026-06-13
2640,420,103,2026-08-15
2641,1274,31,2026-04-02
2642,1141,52,2026-04-25
2643,866,89,2026-08-09
2644,1536,76,2026-08-24
2645,1764,129,2026-06-21
2646,578,22,2026-08-17
2647,335,40,2026-08-01
2648,1442,101,2026-07-28
2649,932,111,2026-05-31
2650,1798,129,2026-05-04
2651,295,65,2026-06-10
2652,1962,149,2026-05-05
2653,755,79,2026-05-27
2654,1395,22,2026-08-01
2655,186,99,2026-08-16
2656,1270,8,2026-06-18
2657,637,17,2026-08-06
2658,1292,17,2026-08-11
2659,1667,90,2026-07-21
2660,1261,141,2026-05-08
2661,530,145,2026-07-30
2662,1576,81,2026-08-24
2663,21,78,2026-08-23
2664,911,6,2026-06-29
2665,1761,110,2026-08-14
2666,867,14,2026-03-29
2667,794,72,2026-06-22
2668,1544,143,2026-03-10
2669,100,54,2026-07-23
2670,752,27,2026-06-08
2671,478,13,2026-05-16
2672,1623,60,2026-08-04
2673,1322,6,2026-05-20
2674,940,58,2026-07-13
2675,526,49,2026-07-26
2676,334,26,2026-04-16
2677,2,47,2026-03-11
2678,375,5,2026-06-12
2679,293,20,2026-04-05
2680,837,134,2026-04-10
2681,1958,59,2026-07-19
2682,1005,146,2026-06-27
2683,553,132,2026-05-13
2684,318,17,2026-04-29
2685,1526,14,2026-03-24
2686,1852,13,2026-04-23
2687,381,135,2026-06-10
2688,1647,128,2026-04-08
2689,14,44,2026-03-07
2690,504,119,2026-03-02
2691,231,143,2026-03-04
2692,1108,19,2026-04-20
2693,130,63,2026-06-30
2694,1767,81,2026-04-20
2695,838,147,2026-08-07
2696,1169,148,2026-07-27
2697,891,100,2026-03-20
2698,1881,122,2026-06-27
2699,28,44,2026-04-23
2700,66,104,2026-08-23
2701,1187,61,2026-08-16
2702,1253,125,2026-07-18
2703,261,145,2026-04-16
2704,1473,71,2026-06-18
2705,1448,107,2026-04-03
2706,460,50,2026-06-18
2707,1976,65,2026-05-16
2708,1700,99,2026-04-09
2709,301,32,2026-04-17
2710,919,141,2026-04-04
2711,1327,58,2026-07-23
2712,287,128,2026-04-07
2713,1419,142,2026-08-11
2714,1034,112,2026-07-30
2715,1731,68,2026-08-01
2716,630,40,2026-05-30
2717,270,144,2026-05-14
2718,592,132,2026-07-09
2719,1994,90,2026-05-20
2720,1629,28,2026-07-13
2721,1802,96,2026-06-25
2722,844,31,2026-07-07
2723,862,3,2026-04-23
2724,1385,136,2026-08-03
2725,1281,24,2026-05-16
2726,133,15,2026-07-29
2727,1300,45,2026-05-29
2728,1800,8,2026-02-28
2729,1707,71,2026-05-26
2730,972,108,2026-05-04
2731,513,115,2026-04-16
2732,313,103,2026-05-31
2733,576,125,2026-04-27
2734,886,57,2026-06-11
2735,1308,30,2026-05-06
2736,1145,146,2026-04-04
2737,1131,114,2026-07-09
2738,1957,117,2026-03-16
2739,687,60,2026-03-20
2740,1228,98,2026-05-19
2741,165,126,2026-05-26
2742,305,94,2026-03-05
2743,1521,134,2026-07-23
2744,1656,122,2026-06-12
2745,1580,108,2026-07-15
2746,1848,4,2026-06-03
2747,156,93,2026-05-13
2748,1391,6,2026-04-30
2749,1743,32,2026-05-26
2750,1926,106,2026-03-19
2751,620,146,2026-07-16
2752,1275,15,2026-07-01
2753,957,122,2026-08-12
2754,1940,96,2026-03-05
2755,1906,6,2026-05-24
2756,334,112,2026-04-27
2757,1666,120,2026-06-07
2758,969,123,2026-06-18
2759,511,67,2026-05-20
2760,1317,106,2026-05-27
2761,1044,139,2026-05-19
2762,282,43,2026-06-27
2763,797,145,2026-04-12
2764,1025,96,2026-05-23
2765,119,132,2026-07-22
2766,1059,81,2026-08-08
2767,198,41,2026-06-14
2768,485,133,2026-05-24
2769,1781,35,2026-06-20
2770,1083,22,2026-07-18
2771,837,150,2026-06-21
2772,1185,112,2026-04-08
2773,1009,11,2026-03-19
2774,691,3,2026-07-19
2775,1230,137,2026-04-23
2776,1036,60,2026-07-10
2777,490,76,2026-03-12
2778,276,87,2026-07-27
2779,693,14,2026-07-14
2780,242,18,2026-05-15
2781,1240,113,2026-03-21
2782,1275,73,2026-05-24
2783,1835,23,2026-07-29
2784,126,83,2026-08-16
2785,217,125,2026-05-31
2786,1330,69,2026-05-27
2787,1821,47,2026-08-22
2788,1209,116,2026-06-21
2789,1063,30,2026-04-02
2790,1247,25,2026-03-27
2791,1208,112,2026-05-02
2792,495,25,2026-05-20
2793,427,74,2026-03-23
2794,1202,58,2026-07-17
2795,919,94,2026-08-17
2796,1452,119,2026-06-10
2797,1318,127,2026-03-14
2798,1876,25,2026-03-22
2799,151,78,2026-06-18
2800,384,99,2026-07-02
2801,1662,116,2026-06-26
2802,1837,48,2026-08-03
2803,308,10,2026-08-05
2804,1360,99,2026-03-11
2805,1970,11,2026-07-19
2806,746,85,2026-08-03
2807,892,149,2026-04-16
2808,375,135,2026-04-04
2809,1032,126,2026-03-08
2810,1365,64,2026-02-28
2811,129,2,2026-07-24
2812,1015,76,2026-07-01
2813,1800,121,2026-04-12
2814,669,42,2026-03-09
2815,1376,54,2026-03-05
2816,1382,75,2026-07-06
2817,517,16,2026-06-19
2818,1519,18,2026-05-27
2819,86,90,2026-07-13
2820,1199,144,2026-06-14
2821,1826,6,2026-07-16
2822,1217,108,2026-06-28
2823,311,48,2026-04-15
2824,1143,42,2026-04-19
2825,1242,76,2026-06-29
2826,427,77,2026-06-28
2827,1994,132,2026-08-11
2828,1438,130,2026-03-24
2829,114,59,2026-07-21
2830,1169,27,2026-03-07
2831,1562,79,2026-06-12
2832,1672,72,2026-03-17
2833,303,7,2026-04-17
2834,744,111,2026-04-09
2835,1905,119,2026-04-22
2836,588,63,2026-05-31
2837,987,124,2026-03-14
2838,1864,12,2026-03-16
2839,345,141,2026-04-15
2840,814,43,2026-06-13
2841,1988,17,2026-03-08
2842,801,63,2026-05-14
2843,1025,120,2026-06-17
2844,1171,36,2026-06-05
2845,1311,8,2026-06-01
2846,2000,69,2026-06-21
2847,1678,90,2026-03-13
2848,1077,36,2026-03-26
2849,1328,28,2026-07-24
2850,1093,118,2026-07-03
2851,361,93,2026-08-25
2852,1626,76,2026-08-20
2853,1982,101,2026-03-23
2854,1244,144,2026-05-13
2855,1986,14,2026-03-08
2856,1010,71,2026-07-13
2857,704,124,2026-08-01
2858,1990,125,2026-03-19
2859,575,37,2026-04-12
2860,1609,29,2026-07-25
2861,1185,143,2026-06-27
2862,1705,19,2026-04-04
2863,1113,106,2026-06-03
2864,688,21,2026-03-31
2865,781,64,2026-07-11
2866,585,27,2026-06-22
2867,1781,55,2026-06-30
2868,589,29,2026-05-30
2869,1183,148,2026-06-09
2870,489,25,2026-03-24
2871,971,70,2026-05-31
2872,1348,63,2026-06-06
2873,1634,130,2026-06-12
2874,1405,150,2026-03-04
2875,1126,16,2026-06-29
2876,494,146,2026-08-26
2877,1668,100,2026-07-30
2878,1638,30,2026-06-17
2879,19,45,2026-07-02
2880,1478,19,2026-06-21
2881,1506,34,2026-06-04
2882,1618,141,2026-07-16
2883,397,62,2026-07-06
2884,1001,118,2026-07-05
2885,1303,100,2026-04-06
2886,851,22,2026-05-23
2887,1389,111,2026-08-03
2888,1355,73,2026-08-07
2889,1665,147,2026-04-10
2890,1368,38,2026-07-05
2891,822,70,2026-03-31
2892,455,116,2026-06-29
2893,1625,79,2026-07-07
2894,725,148,2026-04-06
2895,1679,9,2026-08-15
2896,1089,32,2026-08-12
2897,1100,132,2026-08-12
2898,711,50,2026-06-30
2899,143,82,2026-07-14
2900,917,5,2026-06-02
2901,1939,148,2026-04-13
2902,828,87,2026-07-03
2903,605,126,2026-04-23
2904,1497,75,2026-06-29
2905,1441,22,2026-04-15
2906,305,68,2026-04-23
2907,736,44,2026-03-19
2908,1521,34,2026-05-08
2909,291,77,2026-08-01
2910,1964,42,2026-07-04
2911,102,137,2026-05-27
2912,1291,106,2026-08-04
2913,867,95,2026-08-12
2914,968,135,2026-04-23
2915,1646,68,2026-03-24
2916,974,147,2026-08-17
2917,842,128,2026-03-08
2918,962,85,2026-03-21
2919,942,83,2026-03-16
2920,1801,95,2026-04-02
2921,1027,32,2026-03-30
2922,85,66,2026-06-07
2923,1818,116,2026-04-22
2924,328,138,2026-08-17
2925,816,130,2026-03-09
2926,1474,60,2026-03-22
2927,454,17,2026-03-06
2928,1948,96,2026-03-10
2929,629,144,2026-06-27
2930,1245,16,2026-03-28
2931,1178,46,2026-05-13
2932,665,107,2026-04-15
2933,12,88,2026-05-08
2934,1157,129,2026-04-24
2935,304,139,2026-08-04
2936,1317,119,2026-04-22
2937,975,85,2026-04-16
2938,1324,4,2026-07-29
2939,1764,71,2026-08-22
2940,783,111,2026-05-20
2941,43,50,2026-06-21
2942,944,140,2026-04-14
2943,343,95,2026-05-25
2944,1350,92,2026-06-15
2945,1838,65,2026-04-08
2946,498,47,2026-05-20
2947,364,106,2026-07-20
2948,891,130,2026-06-28
2949,427,106,2026-05-01
2950,1005,24,2026-04-24
2951,21,4,2026-03-04
2952,407,108,2026-07-20
2953,619,19,2026-04-18
2954,1015,40,2026-03-05
2955,336,50,2026-06-15
2956,1839,75,2026-04-27
2957,1141,12,2026-04-06
2958,1148,27,2026-07-31
